halt_1|halt|verb|C1|to stop; to make somebody/something stop|/hɔːlt/|/hɔːlt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hal/halt_/halt__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hal/halt_/halt__us_1.mp3|<li class="" htag="li"><span class="x">She walked towards him and then halted.</span></li>;<li class="" htag="li"><span class="x">‘Halt!’ the Major ordered <span class="gloss" hclass="gloss" htag="span">(= used as a command to soldiers)</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">halt somebody/something</span> <span class="x">The police were halting traffic on the parade route.</span></li>;<li class="" htag="li"><span class="x">The trial was halted after the first week.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/halt_1|<li class="" htag="li"><span class="x">Cô bước về phía anh rồi dừng lại.</span></li>;<li class="" htag="li"><span class="x">‘Dừng lại!’ Thiếu tá ra lệnh <span class="gloss" hclass="gloss" htag="span">(= dùng như một mệnh lệnh cho binh lính)</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">halt somebody/something</span> <span class="x">Cảnh sát đang chặn giao thông trên tuyến đường diễu hành.</span></li>;<li class="" htag="li"><span class="x">Phiên tòa đã bị dừng lại sau tuần đầu tiên.</span></li>|dừng lại; làm cho ai đó/cái gì đó dừng lại
handful|handful|noun|C1|the amount of something that can be held in one hand|/ˈhændfʊl/|/ˈhændfʊl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/han/handf/handful__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/han/handf/handful__us_1.mp3|<li class="" htag="li"><span class="x">a handful of rice</span></li>;<li class="" htag="li"><span class="x">She scooped up handfuls of loose earth.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/handful|<li class="" htag="li"><span class="x">một nắm gạo</span></li>;<li class="" htag="li"><span class="x">Cô ấy xúc một nắm đất tơi xốp.</span></li>|số lượng của một thứ gì đó có thể cầm được bằng một tay
handling|handling|noun|C1|the way that somebody deals with or treats a situation, a person, an animal, etc.|/ˈhændlɪŋ/|/ˈhændlɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/han/handl/handling__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/han/handl/handling__us_1.mp3|<li class="" htag="li"><span class="x">I was impressed by his handling of the affair.</span></li>;<li class="" htag="li"><span class="x">This horse needs firm handling.</span></li>;<li class="" htag="li"><span class="x">Why is he being so polite, as if I need tactful handling?</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/handling|<li class="" htag="li"><span class="x">Tôi rất ấn tượng với cách anh ấy xử lý vụ việc.</span></li>;<li class="" htag="li"><span class="x">Con ngựa này cần được chăm sóc cẩn thận.</span></li>;<li class="" htag="li"><span class="x">Tại sao anh ta lại lịch sự như thế, như thể tôi cần được đối xử khéo léo vậy?</span></li>|cách mà ai đó xử lý hoặc đối xử với một tình huống, một người, một con vật, v.v.
handy|handy|adjective|C1|easy to use or to do|/ˈhændi/|/ˈhændi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/han/handy/handy__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/han/handy/handy__us_1.mp3|<li class="" htag="li"><span class="x">a handy little tool</span></li>;<li class="" htag="li"><span class="x"><span class="cl">handy hints/tips</span> for removing stains</span></li>;<li class="" htag="li"><span class="x">a handy-sized dictionary</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/handy|<li class="" htag="li"><span class="x">một công cụ nhỏ tiện dụng</span></li>;<li class="" htag="li"><span class="x"><span class="cl">mẹo/mẹo hữu ích</span> for removing stains</span></li>;<li class="" htag="li"><span class="x">một cuốn từ điển nhỏ gọn</span></li>|dễ sử dụng hoặc dễ làm
harassment|harassment|noun|C1|the act of annoying or worrying somebody by putting pressure on them or saying or doing unpleasant things to them|/ˈhærəsmənt/|/həˈræsmənt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/haras/harassment__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/har/haras/harassment__us_5.mp3|<li class="" htag="li"><span class="x"><span class="cl">sexual/racial harassment</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">workplace/street harassment</span> <span class="gloss" hclass="gloss" htag="span">(= that happens at work/in the street)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/harassment|<li class="" htag="li"><span class="x"><span class="cl">quấy rối tình dục/chủng tộc</span></span></li>;<li class="" htag="li"><span class="x"><span class="cl">quấy rối nơi làm việc/đường phố</span> <span class="gloss" hclass="gloss" htag="span">(= that happens at work/in the street)</span></span></li>|hành động làm phiền hoặc lo lắng ai đó bằng cách gây áp lực cho họ hoặc nói hoặc làm những điều khó chịu với họ
harbour_1|harbour|noun|B2+|an area of water on the coast, protected from the open sea by strong walls, where ships can shelter|/ˈhɑːbə(r)/|/ˈhɑːrbər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/harbo/harbour__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/har/harbo/harbour__us_1.mp3|<li class="" htag="li"><span class="x">Several boats lay at anchor in the harbour.</span></li>;<li class="" htag="li"><span class="x">to <span class="cl">enter/leave harbour</span></span></li>;<li class="" htag="li"><span class="x">the harbour front/mouth/wall</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">She felt as though she'd reached a safe harbour after sailing in a vast, unfriendly sea.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/harbour_1|<li class="" htag="li"><span class="x">Một số thuyền neo đậu trong bến cảng.</span></li>;<li class="" htag="li"><span class="x">để <span class="cl">vào/rời bến cảng</span></span></li>;<li class="" htag="li"><span class="x">mặt trước/miệng/bức tường của bến cảng</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">Cô cảm thấy như thể mình đã đến được một bến cảng an toàn sau khi lênh đênh trên biển cả bao la và không thân thiện.</span></li>|một vùng nước trên bờ biển, được bảo vệ khỏi biển khơi bằng những bức tường kiên cố, nơi tàu thuyền có thể trú ẩn
hardware|hardware|noun|C1|the machines and electronic parts in a computer or other electronic system|/ˈhɑːdweə(r)/|/ˈhɑːrdwer/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/hardw/hardware__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/har/hardw/hardware__us_1.mp3|<li class="" htag="li"><span class=""unx"">We supply computer hardware to businesses.</span></li>;<li class="" htag="li"><span class=""unx"">The laptop drawing tablet is a very useful piece of hardware.</span></li>;<li class="" htag="li"><span class=""unx"">This application runs on a wide variety of hardware platforms.</span></li>;<li class="" htag="li"><span class=""unx"">It seems you've got a hardware problem; the disk drive is stuck.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hardware|<li class="" htag="li"><span class=""unx"">We supply computer hardware to businesses.</span></li>;<li class="" htag="li"><span class=""unx"">The laptop drawing tablet is a very useful piece of hardware.</span></li>;<li class="" htag="li"><span class=""unx"">This application runs on a wide variety of hardware platforms.</span></li>;<li class="" htag="li"><span class=""unx"">It seems you've got a hardware problem; the disk drive is stuck.</span></li>|các máy móc và linh kiện điện tử trong máy tính hoặc hệ thống điện tử khác
harmony|harmony|noun|C1|a state of peaceful existence and agreement|/ˈhɑːməni/|/ˈhɑːrməni/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/harmo/harmony__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/har/harmo/harmony__us_1.mp3|<li class="" htag="li"><span class="x"><span class="cl">social/racial harmony</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in harmony</span> <span class="x">They lived together in perfect harmony.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in harmony with something</span> <span class="x">the need to be in harmony with our environment</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/harmony|<li class="" htag="li"><span class="x"><span class="cl">sự hòa hợp xã hội/chủng tộc</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in harmony</span> <span class="x">Họ sống với nhau rất hòa thuận.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in harmony with something</span> <span class="x">nhu cầu phải hòa hợp với môi trường của chúng ta</span></li>|một trạng thái tồn tại hòa bình và thỏa thuận
harsh|harsh|adjective|C1|cruel, severe and unkind|/hɑːʃ/|/hɑːrʃ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/harsh/harsh__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/har/harsh/harsh__us_1.mp3|<li class="" htag="li"><span class="x">The punishment was harsh and unfair.</span></li>;<li class="" htag="li"><span class="x">The minister received some <span class="cl">harsh criticism</span>.</span></li>;<li class="" htag="li"><span class="x">the harsh treatment of prisoners</span></li>;<li class="" htag="li"><span class="x">He regretted his harsh words.</span></li>;<li class="" htag="li"><span class="x">We had to face up to the <span class="cl">harsh realities</span> of life sooner or later.</span></li>;<li class="" htag="li"><span class="x">It may seem harsh to criticize him after his death.</span></li>;<li class="" htag="li"><span class="x">‘She's just totally useless!’ ‘That's a bit harsh.’</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/harsh|<li class="" htag="li"><span class="x">Hình phạt này rất khắc nghiệt và bất công.</span></li>;<li class="" htag="li"><span class="x">Bộ trưởng đã nhận được một số <span class="cl">lời chỉ trích gay gắt</span>.</span></li>;<li class="" htag="li"><span class="x">sự đối xử khắc nghiệt với tù nhân</span></li>;<li class="" htag="li"><span class="x">Ông hối hận vì những lời nói cay nghiệt của mình.</span></li>;<li class="" htag="li"><span class="x">Chúng ta phải đối mặt với <span class="cl">thực tế khắc nghiệt</span> of life sooner or later.</span></li>;<li class="" htag="li"><span class="x">Có lẽ việc chỉ trích ông sau khi ông qua đời là điều khắc nghiệt.</span></li>;<li class="" htag="li"><span class="x">‘Cô ta thực sự vô dụng!’ ‘Có vẻ hơi khắc nghiệt.’</span></li>|tàn nhẫn, nghiêm khắc và không tử tế
harvest_1|harvest|noun|C1|the time of year when the crops are gathered in on a farm, etc.; the act of cutting and gathering crops|/ˈhɑːvɪst/|/ˈhɑːrvɪst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/harve/harvest__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/har/harve/harvest__us_1.mp3|<li class="" htag="li"><span class="x">harvest time</span></li>;<li class="" htag="li"><span class="x">Farmers are extremely busy during the harvest.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/harvest_1|<li class="" htag="li"><span class="x">thời gian thu hoạch</span></li>;<li class="" htag="li"><span class="x">Người nông dân cực kỳ bận rộn trong mùa thu hoạch.</span></li>|thời điểm trong năm khi các loại cây trồng được thu hoạch trên một trang trại, v.v.; hành động cắt và thu hoạch các loại cây trồng
harvest_2|harvest|verb|C1|to cut and gather a crop; to catch a number of animals or fish to eat|/ˈhɑːvɪst/|/ˈhɑːrvɪst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/har/harve/harvest__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/har/harve/harvest__us_1.mp3|<li class="" htag="li"><span class=""unx"">The nuts are ready to harvest in September.</span></li>;<li class="" htag="li"><span class=""unx"">In the US, more than 130 000 tons of live oysters are harvested each year.</span></li>;<li class="" htag="li"><span class=""unx"">Winter wheat is harvested in late July and early August.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/harvest_2|<li class="" htag="li"><span class=""unx"">The nuts are ready to harvest in September.</span></li>;<li class="" htag="li"><span class=""unx"">In the US, more than 130 000 tons of live oysters are harvested each year.</span></li>;<li class="" htag="li"><span class=""unx"">Winter wheat is harvested in late July and early August.</span></li>|cắt và thu hoạch mùa màng; bắt một số động vật hoặc cá để ăn
hatred|hatred|noun|C1|a very strong feeling of dislike for somebody/something|/ˈheɪtrɪd/|/ˈheɪtrɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hat/hatre/hatred__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hat/hatre/hatred__us_1.mp3|<li class="" htag="li"><span class="x">He looked at me with intense hatred.</span></li>;<li class="" htag="li"><span class="x">There was fear and hatred in his voice.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hatred for somebody/something</span> <span class="x">She felt nothing but hatred for her attacker.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hatred of somebody/something</span> <span class="x">a profound hatred of war</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hatred towards somebody</span> <span class="x">feelings of hatred towards the bombers</span></li>;<li class="" htag="li"><span class="x">racial hatred <span class="gloss" hclass="gloss" htag="span">(= hatred for people from a different race)</span></span></li>;<li class="" htag="li"><span class="x">The debate simply revived old hatreds.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hatred|<li class="" htag="li"><span class="x">Anh ta nhìn tôi với vẻ căm ghét tột độ.</span></li>;<li class="" htag="li"><span class="x">Trong giọng nói của anh ta có sự sợ hãi và căm ghét.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hatred for somebody/something</span> <span class="x">Cô không cảm thấy gì ngoài sự căm ghét kẻ đã tấn công mình.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hatred of somebody/something</span> <span class="x">một sự căm ghét sâu sắc chiến tranh</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hatred towards somebody</span> <span class="x">cảm giác căm ghét những kẻ đánh bom</span></li>;<li class="" htag="li"><span class="x">hận thù chủng tộc <span class="gloss" hclass="gloss" htag="span">(= hận thù những người thuộc chủng tộc khác)</span></span></li>;<li class="" htag="li"><span class="x">Cuộc tranh luận chỉ khơi lại mối hận thù cũ.</span></li>|một cảm giác rất mạnh mẽ không thích ai đó/cái gì đó
haunt_1|haunt|verb|C1|if the ghost of a dead person haunts a place, people say that they have seen it there|/hɔːnt/|/hɔːnt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hau/haunt/haunt__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hau/haunt/haunt__us_1_rr.mp3|<li class="" htag="li"><span class="x">A headless rider haunts the country lanes.</span></li>;<li class="" htag="li"><span class="x">I’ll come back to haunt you!</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/haunt_1|<li class="" htag="li"><span class="x">Một người cưỡi ngựa không đầu lang thang trên những con đường nông thôn.</span></li>;<li class="" htag="li"><span class="x">Tôi sẽ quay lại ám ảnh anh!</span></li>|nếu hồn ma của một người chết ám ảnh một nơi nào đó, mọi người nói rằng họ đã nhìn thấy nó ở đó
hazard_1|hazard|noun|C1|something that can be dangerous or cause damage|/ˈhæzəd/|/ˈhæzərd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/haz/hazar/hazard__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/haz/hazar/hazard__us_1.mp3|<li class="" htag="li"><span class="x">a <span class="cl">fire/safety hazard</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hazard to somebody/something</span> <span class="x">Growing levels of pollution represent a serious <span class="cl">health hazard</span> to the local population.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hazard of (doing) something</span> <span class="x">Everybody is aware of the hazards of smoking.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hazard_1|<li class="" htag="li"><span class="x">một <span class="cl">nguy cơ cháy nổ/an toàn</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hazard to somebody/something</span> <span class="x">Mức độ ô nhiễm ngày càng tăng gây ra mối nguy hiểm nghiêm trọng cho sức khỏe</span> to the local population.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">hazard of (doing) something</span> <span class="x">Mọi người đều biết về tác hại của việc hút thuốc.</span></li>|cái gì đó có thể nguy hiểm hoặc gây thiệt hại
headquarters|headquarters|noun|B2+|a place from which an organization or a military operation is controlled; the people who work there|/ˌhedˈkwɔːtəz/|/ˈhedkwɔːrtərz/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hea/headq/headquarters__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hea/headq/headquarters__us_1_rr.mp3|<li class="" htag="li"><span class="x">The firm’s headquarters is/are in London.</span></li>;<li class="" htag="li"><span class="x">Several companies have their headquarters in the area.</span></li>;<li class="" htag="li"><span class="x">I'm now based at headquarters.</span></li>;<li class="" htag="li"><span class="x">police headquarters</span></li>;<li class="" htag="li"><span class="x">Headquarters in Dublin has/have agreed.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/headquarters|<li class="" htag="li"><span class="x">Trụ sở chính của công ty hiện ở London.</span></li>;<li class="" htag="li"><span class="x">Một số công ty có trụ sở chính tại khu vực này.</span></li>;<li class="" htag="li"><span class="x">Hiện tại tôi đang ở trụ sở chính.</span></li>;<li class="" htag="li"><span class="x">trụ sở cảnh sát</span></li>;<li class="" htag="li"><span class="x">Trụ sở chính tại Dublin đã đồng ý.</span></li>|một nơi mà một tổ chức hoặc một hoạt động quân sự được kiểm soát; những người làm việc ở đó
heal|heal|verb|B2+|to become healthy again; to make something healthy again|/hiːl/|/hiːl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hea/heal_/heal__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hea/heal_/heal__us_1.mp3|<li class="" htag="li"><span class="x">It took a long time for the wounds to heal.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">heal up</span> <span class="x">The cut healed up without leaving a scar.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">heal something</span> <span class="x">This will help to heal your cuts and scratches.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">It was a chance to <span class="cl">heal the wounds</span> in the party <span class="gloss" hclass="gloss" htag="span">(= to repair the damage that had been done)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/heal|<li class="" htag="li"><span class="x">Phải mất một thời gian dài để vết thương lành lại.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">heal up</span> <span class="x">Vết cắt đã lành mà không để lại sẹo.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">heal something</span> <span class="x">Điều này sẽ giúp chữa lành vết cắt và vết trầy xước của bạn.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">Đó là cơ hội để <span class="cl">chữa lành vết thương</span> in the party <span class="gloss" hclass="gloss" htag="span">(= to repair the damage that had been done)</span>.</span></li>|trở nên khỏe mạnh trở lại; làm cho cái gì đó khỏe mạnh trở lại
healthcare|healthcare|noun|B2+|the service of providing medical care|/ˈhelθ keə(r)/|/ˈhelθ ker/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hea/healt/health_care_1_gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hea/healt/health_care_1_us_1.mp3|<li class="" htag="li"><span class="x">the costs of healthcare for the elderly</span></li>;<li class="" htag="li"><span class="x">community healthcare</span></li>;<li class="" htag="li"><span class="x"><span class="cl">healthcare workers/professionals</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/healthcare|<li class="" htag="li"><span class="x">chi phí chăm sóc sức khỏe cho người cao tuổi</span></li>;<li class="" htag="li"><span class="x">chăm sóc sức khỏe cộng đồng</span></li>;<li class="" htag="li"><span class="x"><span class="cl">nhân viên/chuyên gia chăm sóc sức khỏe</span></span></li>|dịch vụ cung cấp dịch vụ chăm sóc y tế
heighten|heighten|verb|C1|if a feeling or an effect heightens, or something heightens it, it becomes stronger or increases|/ˈhaɪtn/|/ˈhaɪtn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hei/heigh/heighten__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hei/heigh/heighten__us_1.mp3|<li class="" htag="li"><span class="x">Tension has heightened after the recent bomb attack.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">heighten something</span> <span class="x">The campaign is intended to heighten public awareness of the disease.</span></li>;<li class="" htag="li"><span class="x">His breakdown was followed by a period of heightened activity.</span></li>;<li class="" htag="li"><span class="x">Fears of a pandemic were heightened by rising case numbers.</span></li>;<li class="" htag="li"><span class="x">The drug is said to give users a heightened sense of well-being.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/heighten|<li class="" htag="li"><span class="x">Căng thẳng đã gia tăng sau vụ đánh bom gần đây.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">heighten something</span> <span class="x">Chiến dịch này nhằm mục đích nâng cao nhận thức của cộng đồng về căn bệnh này.</span></li>;<li class="" htag="li"><span class="x">Sau sự suy sụp của ông là một thời gian hoạt động mạnh mẽ.</span></li>;<li class="" htag="li"><span class="x">Nỗi lo về đại dịch gia tăng khi số ca bệnh tăng cao.</span></li>;<li class="" htag="li"><span class="x">Loại thuốc này được cho là mang lại cho người dùng cảm giác khỏe mạnh hơn.</span></li>|nếu một cảm giác hoặc một hiệu ứng tăng lên, hoặc một cái gì đó tăng lên, nó trở nên mạnh hơn hoặc tăng lên
helmet|helmet|noun|B2+|a type of hard hat that protects the head, worn, for example, by a police officer, a soldier or a person riding a bike or motorbike or playing some sports|/ˈhelmɪt/|/ˈhelmɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hel/helme/helmet__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hel/helme/helmet__us_1.mp3|<li class="" htag="li"><span class="x">Police in riot helmets lined the streets.</span></li>;<li class="" htag="li"><span class="x">A protective helmet should be worn at all times.</span></li>;<li class="" htag="li"><span class="x">Cycle helmets dramatically reduce the risk and severity of head injuries.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/helmet|<li class="" htag="li"><span class="x">Cảnh sát đội mũ bảo hiểm chống bạo động xếp hàng trên đường phố.</span></li>;<li class="" htag="li"><span class="x">Luôn luôn phải đội mũ bảo hiểm.</span></li>;<li class="" htag="li"><span class="x">Mũ bảo hiểm xe đạp giúp giảm đáng kể nguy cơ và mức độ nghiêm trọng của chấn thương đầu.</span></li>|một loại mũ cứng bảo vệ đầu, được đội bởi cảnh sát, binh lính hoặc người đi xe đạp, xe máy hoặc chơi một số môn thể thao
hence|hence|adverb|B2+|for this reason|/hens/|/hens/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hen/hence/hence__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hen/hence/hence__us_1.mp3|<li class="" htag="li"><span class="x">We suspect they are trying to hide something, hence the need for an independent inquiry.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hence|<li class="" htag="li"><span class="x">Chúng tôi nghi ngờ họ đang cố che giấu điều gì đó, do đó cần phải có một cuộc điều tra độc lập.</span></li>|vì lý do này
herb_1|herb|noun|B2+|a plant whose leaves, flowers or seeds are used to add taste to food, in medicines or for their pleasant smell. parsley, mint and oregano are all herbs.|/hɜːb/|/ɜːrb/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/her/herb_/herb__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/her/herb_/herb__us_1.mp3|<li class="" htag="li"><span class="x">a herb garden</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(North American English)</span> <span class="x">an herb garden</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/herb_1|<li class="" htag="li"><span class="x">một khu vườn thảo mộc</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(North American English)</span> <span class="x">một khu vườn thảo mộc</span></li>|một loại cây có lá, hoa hoặc hạt được dùng để tăng thêm hương vị cho thực phẩm, trong thuốc hoặc vì mùi dễ chịu của chúng. Rau mùi tây, bạc hà và kinh giới đều là các loại thảo mộc.
heritage|heritage|noun|C1|the history, traditions, buildings and objects that a country or society has had for many years and that are considered an important part of its character|/ˈherɪtɪdʒ/|/ˈherɪtɪdʒ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/her/herit/heritage__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/her/herit/heritage__us_1.mp3|<li class="" htag="li"><span class="x">Spain’s rich cultural heritage</span></li>;<li class="" htag="li"><span class="x">The building is part of our national heritage.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/heritage|<li class="" htag="li"><span class="x">Di sản văn hóa phong phú của Tây Ban Nha</span></li>;<li class="" htag="li"><span class="x">Tòa nhà này là một phần di sản quốc gia của chúng tôi.</span></li>|lịch sử, truyền thống, tòa nhà và đồ vật mà một quốc gia hoặc xã hội đã có trong nhiều năm và được coi là một phần quan trọng của bản sắc của quốc gia hoặc xã hội đó
hidden|hidden|adjective|B2+|something that is hidden is kept or located in a place where it cannot be seen|/ˈhɪdn/|/ˈhɪdn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hid/hidde/hidden__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hid/hidde/hidden__us_1.mp3|<li class="" htag="li"><span class="x">Hidden dangers lurk in the ocean depths.</span></li>;<li class="" htag="li"><span class="x">A reporter wearing a <span class="cl">hidden camera</span> got footage of the abuse.</span></li>;<li class="" htag="li"><span class="x">This tiny museum is a hidden treasure of the city's Old Quarter.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hidden|<li class="" htag="li"><span class="x">Những mối nguy hiểm tiềm ẩn ẩn núp dưới đáy đại dương.</span></li>;<li class="" htag="li"><span class="x">Một phóng viên đeo một chiếc <span class="cl">camera ẩn</span> got footage of the abuse.</span></li>;<li class="" htag="li"><span class="x">Bảo tàng nhỏ này là kho báu ẩn giấu của Phố Cổ thành phố.</span></li>|cái gì đó được giấu đi được giữ hoặc đặt ở một nơi mà nó không thể nhìn thấy
hierarchy|hierarchy|noun|C1|a system, especially in a society or an organization, in which people are organized into different levels of importance from highest to lowest|/ˈhaɪərɑːki/|/ˈhaɪərɑːrki/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/h/hie/hiera/hierarchy__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/h/hie/hiera/hierarchy__us_1.mp3|<li class="" htag="li"><span class="x">the <span class="cl">social/political hierarchy</span></span></li>;<li class="" htag="li"><span class="x">She's quite high up in the management hierarchy.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/hierarchy|<li class="" htag="li"><span class="x"><span class="cl">hệ thống phân cấp xã hội/chính trị</span></span></li>;<li class="" htag="li"><span class="x">Cô ấy có vị trí khá cao trong hệ thống quản lý.</span></li>|một hệ thống, đặc biệt là trong một xã hội hoặc một tổ chức, trong đó mọi người được tổ chức thành các cấp độ quan trọng khác nhau từ cao nhất đến thấp nhất
